STATION,NAME,DATE,YEAR,PRCP,SNOW,SNWD,TMAX,TMIN
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/26/44,1944,0,0,0,68,50
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/27/44,1944,0,0,0,77,51
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/28/44,1944,0.17,0,0,69,52
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/29/44,1944,0.05,0,0,58,37
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",9/30/44,1944,0,0,0,66,33
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/1/44,1944,0,0,0,69,36
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/2/44,1944,0,0,0,56,37
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/3/44,1944,0,0,0,58,37
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/4/44,1944,0,0,0,69,32
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/5/44,1944,0,0,0,72,41
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/6/44,1944,0.14,0,0,79,63
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/7/44,1944,0,0,0,78,52
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/8/44,1944,0,0,0,65,42
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/9/44,1944,0.35,0,0,63,39
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/10/44,1944,0.03,0,0,60,48
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/11/44,1944,0,0,0,60,46
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/12/44,1944,0,0,0,65,42
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/13/44,1944,0,0,0,72,37
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/14/44,1944,0.4,0,0,64,42
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/15/44,1944,0,0,0,48,36
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/16/44,1944,0,0,0,59,37
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/17/44,1944,0,0,0,67,33
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/18/44,1944,0,0,0,75,43
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/19/44,1944,0,0,0,63,33
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/20/44,1944,0.07,0,0,50,29
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/21/44,1944,0.76,0,0,46,40
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/22/44,1944,0,0,0,50,34
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/23/44,1944,0,0,0,59,30
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/24/44,1944,0.05,0,0,55,45
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/25/44,1944,0.01,0,0,69,47
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/26/44,1944,0.05,0,0,53,38
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/27/44,1944,0,0,0,43,29
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/28/44,1944,0,0,0,53,27
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/29/44,1944,0,0,0,45,35
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/30/44,1944,0.06,0,0,44,36
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/31/44,1944,0,0,0,68,32
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/1/44,1944,0,0,0,70,54
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/2/44,1944,0,0,0,71,55
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/3/44,1944,0,0,0,69,53
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/4/44,1944,0.42,0,0,65,46
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/5/44,1944,0.16,0.2,0,47,31
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/6/44,1944,0.04,0.2,0,35,29
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/7/44,1944,0.04,0,0,44,33
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/8/44,1944,0.01,0,0,48,34
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/9/44,1944,0.03,0,0,63,37
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/10/44,1944,0.02,0,0,61,43
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/11/44,1944,0.04,0,0,43,36
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/12/44,1944,0,0,0,42,28
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/13/44,1944,0,0,0,48,28
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/14/44,1944,0,0,0,53,31
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/15/44,1944,0.12,0,0,45,33
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/16/44,1944,0.26,0,0,47,38
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/17/44,1944,0.04,0,0,44,34
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/18/44,1944,0.01,0,0,48,29
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/19/44,1944,0,0,0,36,27
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/20/44,1944,0.15,0,0,40,26
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/21/44,1944,0.38,0.5,0,39,32
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/22/44,1944,0.03,0.1,0,38,32
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/23/44,1944,0.14,2.1,1,39,26
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/24/44,1944,0.13,1.2,1,34,28
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/25/44,1944,0,0,0,35,29
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/26/44,1944,0,0,0,43,26
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/27/44,1944,0.01,0,0,47,38
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/28/44,1944,0.01,0,0,45,30
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/29/44,1944,0.12,0,0,39,30
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11/30/44,1944,2.07,20.1,17,33,26
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/1/44,1944,0.75,9.7,24,27,21
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/2/44,1944,0.05,0.6,24,21,14
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/3/44,1944,0,0,21,28,-7
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/4/44,1944,0,,,29,-7
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/5/44,1944,0,0,18,37,13
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/6/44,1944,0,0,16,43,13
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/7/44,1944,0.01,0,14,42,31
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/8/44,1944,1.07,0,11,40,34
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/9/44,1944,0.01,0,9,38,31
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/10/44,1944,0.03,0.2,8,38,31
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/11/44,1944,0.04,0.4,8,32,27
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/12/44,1944,0.62,6.7,13,32,23
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/13/44,1944,0.47,5.9,17,25,23
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/14/44,1944,0.32,5.6,20,28,21
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/15/44,1944,0,0,19,33,21
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/16/44,1944,0.02,0.3,17,38,29
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/17/44,1944,0.01,0.1,15,32,24
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/18/44,1944,0,0,14,24,10
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/19/44,1944,0,0,13,21,-2
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/20/44,1944,0.07,0.8,12,32,21
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/21/44,1944,0.03,0.3,12,32,8
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/22/44,1944,0,0,12,24,8
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/23/44,1944,0.01,0.1,11,34,18
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/24/44,1944,0,0,10,33,23
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/25/44,1944,0.45,3.3,10,34,30
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/26/44,1944,0.3,5.6,16,30,16
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/27/44,1944,0.31,3.4,17,30,0
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/28/44,1944,0.23,2.3,19,29,9
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/29/44,1944,0,0,18,14,-2
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/30/44,1944,0,0,16,31,-3
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12/31/44,1944,0.2,0.8,15,34,29
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",1/1/45,1945,1.18,3.4,11,41,25
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",1/2/45,1945,0.01,0,11,25,10
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",1/3/45,1945,0,0,10,31,8
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",1/4/45,1945,0.12,2,10,31,14
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",1/5/45,1945,0.04,0.5,9,16,7
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",1/6/45,1945,0,0,9,7,-10
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",1/7/45,1945,0.15,1.7,11,18,5
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",1/8/45,1945,0,0,9,30,18
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",1/9/45,1945,0.12,1.4,10,29,6
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",1/10/45,1945,0.04,0.5,10,13,-5
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",1/11/45,1945,0.02,0.2,10,21,9
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",1/12/45,1945,0.06,0.3,9,36,20
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",1/13/45,1945,0,0,9,31,7
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",1/14/45,1945,0.09,1.3,10,19,6
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",1/15/45,1945,0.02,0.3,10,25,12
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",1/16/45,1945,0.6,8.5,15,21,13
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",1/17/45,1945,0.01,0.1,17,21,-12
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",1/18/45,1945,0,0,16,17,-15
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",1/19/45,1945,0.02,0.2,16,28,3
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",1/20/45,1945,0,0,16,25,-7
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",1/21/45,1945,0,0,16,27,-5
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",1/22/45,1945,0.23,2.3,,31,6
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",1/23/45,1945,0.51,5.4,22,32,19
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",1/24/45,1945,0.21,2.6,24,21,-3
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",1/25/45,1945,0.03,0.3,24,6,-14
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",1/26/45,1945,0,0,23,12,-4
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",1/27/45,1945,0,0,22,23,5
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",1/28/45,1945,0.08,0.8,22,25,2
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",1/29/45,1945,0.28,2.9,24,24,18
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",1/30/45,1945,0.07,0.7,25,26,13
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",1/31/45,1945,0.37,4.4,26,19,10
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",2/1/45,1945,0.17,2.1,28,23,11
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",2/2/45,1945,0.05,0.6,28,21,14
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",2/3/45,1945,0.02,0.3,27,23,12
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",2/4/45,1945,0.16,1.8,28,30,11
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",2/5/45,1945,0.05,0.7,28,29,18
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",2/6/45,1945,0,0,27,36,8
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",2/7/45,1945,0,0,26,28,8
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",2/8/45,1945,0,0,25,32,24
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",2/9/45,1945,0.03,0.3,25,32,26
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",2/10/45,1945,0.18,0.1,23,43,32
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",2/11/45,1945,0,0,22,36,29
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",2/12/45,1945,0.01,0.1,21,35,17
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",2/13/45,1945,0.1,1,21,24,5
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",2/14/45,1945,0.22,2.2,23,28,15
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",2/15/45,1945,0.27,0.4,22,45,20
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",2/16/45,1945,0,0,17,47,28
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",2/17/45,1945,0,0,15,28,17
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",2/18/45,1945,0.04,0.4,15,24,15
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",2/19/45,1945,0.05,0.6,15,25,8
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",2/20/45,1945,0,0,15,31,9
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",2/21/45,1945,0.3,0,14,37,17
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",2/22/45,1945,0.28,0,11,51,34
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",2/23/45,1945,0.02,0.2,11,38,30
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",2/24/45,1945,0.15,2,12,35,28
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",2/25/45,1945,0,0,10,42,27
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",2/26/45,1945,0.23,0.1,8,45,30
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",2/27/45,1945,0.14,0.9,8,32,23
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",2/28/45,1945,0.09,0.9,8,35,21
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",3/1/45,1945,0,0,5,41,23
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",3/2/45,1945,0.01,0,4,47,35
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",3/3/45,1945,0.14,0,2,55,29
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",3/4/45,1945,0,0,1,34,21
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",3/5/45,1945,0,0,1,50,19
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",3/6/45,1945,0.04,0,0,46,30
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",3/7/45,1945,0,0,0,31,19
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",3/8/45,1945,0,0,0,37,19
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",3/9/45,1945,0.02,0.2,0,41,26
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",3/10/45,1945,0.06,0.6,0,40,29
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",3/11/45,1945,0,0,0,45,20
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",3/12/45,1945,0.07,0.2,0,39,29
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",3/13/45,1945,0,0,0,49,31
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",3/14/45,1945,0,0,0,61,28
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",3/15/45,1945,0,0,0,70,49
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",3/16/45,1945,0.16,0,0,74,47
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",3/17/45,1945,0.13,0,0,69,40
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",3/18/45,1945,0,0,0,63,38
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",3/19/45,1945,0.34,0,0,59,38
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",3/20/45,1945,0.19,0,0,62,42
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",3/21/45,1945,1.36,0,0,43,35
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",3/22/45,1945,0.24,0.5,0,38,32
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",3/23/45,1945,0,0,0,50,32
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",3/24/45,1945,0,0,0,57,33
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",3/25/45,1945,0,0,0,65,30
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",3/26/45,1945,0,0,0,81,38
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",3/27/45,1945,0.01,0,0,71,48
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",3/28/45,1945,0,0,0,84,44
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",3/29/45,1945,0.01,0,0,75,48
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",3/30/45,1945,0,0,0,65,43
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",3/31/45,1945,0.28,0,0,72,43
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",4/1/45,1945,0,0,0,69,46
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",4/2/45,1945,0.14,0,0,65,55
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",4/3/45,1945,0.01,0,0,61,38
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",4/4/45,1945,0.19,0,0,59,36
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",4/5/45,1945,0.07,0.2,0,57,31
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",4/6/45,1945,0,0,0,50,30
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",4/7/45,1945,0,0,0,66,33
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",4/8/45,1945,0,0,0,73,50
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",4/9/45,1945,0,0,0,77,45
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",4/10/45,1945,0,0,0,82,54
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",4/11/45,1945,0,0,0,82,48
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",4/12/45,1945,0,0,0,83,56
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",4/13/45,1945,0.06,0,0,85,52
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",4/14/45,1945,0,0,0,65,39
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",4/15/45,1945,0,0,0,47,30
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",4/16/45,1945,0.08,0,0,57,38
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",4/17/45,1945,0.23,0,0,68,44
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",4/18/45,1945,0,0,0,58,35
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",4/19/45,1945,0,0,0,51,32
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",4/20/45,1945,0.05,0,0,54,35
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",4/21/45,1945,0.34,0,0,52,32
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",4/22/45,1945,0,0,0,45,29
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",4/23/45,1945,0,0,0,54,28
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",4/24/45,1945,0.44,0,0,62,40
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",4/25/45,1945,0.65,0,0,63,50
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",4/26/45,1945,0.75,0,0,66,48
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",4/27/45,1945,0.41,0,0,48,35
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",4/28/45,1945,0.05,0,0,44,35
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",4/29/45,1945,0.03,0,0,47,39
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",4/30/45,1945,0,0,0,57,37
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",5/1/45,1945,0,0,0,50,40
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",5/2/45,1945,0,0,0,60,40
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",5/3/45,1945,0.46,0,0,60,38
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",5/4/45,1945,0.12,0,0,54,42
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",5/5/45,1945,0.14,0,0,50,42
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",5/6/45,1945,0,0,0,55,42
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",5/7/45,1945,0,0,0,70,34
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",5/8/45,1945,0.33,0,0,64,41
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",5/9/45,1945,0,0,0,50,37
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",5/10/45,1945,0.38,1,1,41,33
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",5/11/45,1945,0.03,0,0,54,35
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",5/12/45,1945,0.05,0,0,54,43
