"PRCP","SNOW","SNWD","TMAX","TMIN"
0,0,0,72,29
0.79,0,0,64,40
0.14,0,0,46,32
0,0,0,50,34
0.03,0,0,45,37
0,0,0,52,28
0,0,0,59,24
0,0,0,61,43
0,0,0,63,33
0,0,0,51,40
0,0,0,58,37
0,0,0,52,34
0,0,0,58,32
0,0,0,50,37
0,0,0,62,34
0,0,0,64,30
0.03,0,0,61,48
0,0,0,58,41
0.08,0,0,63,38
0,0,0,72,50
0,0,0,72,57
1.57,0,0,75,53
0.02,0,0,57,44
0,0,0,59,35
0.06,0,0,64,36
0.52,0,0,68,38
0,0,0,51,34
0,0,0,52,38
0.15,0,0,52,38
0.03,0,0,46,35
0.04,0,0,46,38
0,0,0,56,36
0.06,0,0,53,35
0,0,0,60,32
0.5,0,0,54,31
0.41,0,0,59,44
0,0,0,50,42
0.18,0,0,48,43
0.06,0,0,46,38
0,0,0,44,37
0,0,0,47,32
0.08,0,0,56,34
0.17,0,0,51,38
0,0,0,42,33
0.37,1.8,0,43,27
0.01,0,0,45,27
0.03,0,0,43,35
0,0,0,47,28
0,0,0,54,26
0,0,0,52,22
0,0,0,57,25
0.22,0,0,53,39
0,0,0,55,36
0,0,0,39,29
0,0,0,40,25
0.02,0.2,0,35,25
0.01,0.1,0,36,25
0.2,0,0,46,27
0.02,0,0,47,36
0,0,0,39,22
0.15,1.9,1,30,24
0.05,0,0,41,27
0,0,0,38,27
0.04,0.7,0,31,23
0.16,2.4,2,27,18
0,0,2,29,12
0.09,0.7,2,41,12
0,0,0,40,34
0.22,3,3,34,20
0.03,1,4,21,2
0.07,1.4,4,22,1
0,0.1,3,16,2
0,0,2,32,16
0,0,1,37,30
0.51,0,0,49,35
0.55,0.1,0,46,25
0.91,11.5,9,28,23
0.17,1.9,11,29,25
0.03,0.3,9,32,24
0,0,7,32,14
0,0,6,36,4
0.3,0,2,49,34
0.18,1,1,44,31
0.03,0.5,0,45,31
0,0,0,46,28
0,0,0,55,29
0,0,0,42,23
0,0,0,24,15
0.05,0.6,0,32,14
0.17,2,2,38,24
0.02,0,1,38,8
0.05,0,1,38,4
0.01,0,0,52,37
0.12,0,0,45,27
0.18,0,0,46,28
0,0,0,58,32
0,0,0,32,15
0.15,0.4,0,39,15
0.04,0,0,41,30
0,0,0,36,23
0.16,0,0,45,30
0,0,0,30,19
0.61,7.1,6,23,17
0.01,0.1,7,25,15
0.36,0,0,47,25
0.23,4.5,5,31,9
0,0,4,25,6
0.38,3.8,8,28,6
0,0,7,30,15
0.04,0.5,6,25,14
0,0,6,30,13
0.13,1.2,6,36,20
0.02,0.3,6,28,17
0,0,6,34,14
0.05,0,3,38,16
0,0,2,48,12
0,0,0,48,30
0,0,0,34,24
0.06,1.2,1,27,5
0,0,0,43,7
0.1,0,0,51,34
0.01,0,0,42,34
0.26,0,0,63,35
0,0,0,50,29
0.55,6.8,7,38,20
0,0,0,57,14
0,0,0,60,32
0,0,0,34,25
0,0,0,37,19
0.43,0,0,43,31
0,0,0,39,28
0,0,0,52,24
0.14,0,0,44,26
0.02,0.3,0,28,11
0,0,0,40,10
0.23,2.2,2,37,21
0.05,0.5,3,29,18
0,0,2,33,10
0.01,0.1,1,31,19
0.05,0,0,41,17
0.13,0,0,58,40
0.05,0,0,45,24
0,0,0,26,15
0,0,0,45,14
0,0,0,51,23
0.13,0,0,46,30
0.29,1.5,1,34,26
0.69,8.2,5,27,21
0.15,2,10,34,22
0,0,6,41,25
0.02,0.2,4,30,20
0.08,1,3,33,14
0.32,3.3,3,34,18
0,0,2,30,17
0.01,0.2,2,23,8
0,0,1,34,12
0,0,0,65,32
0.02,0,0,67,51
0.12,0,0,59,36
0,0,0,50,32
0,0,0,62,30
0.05,0,0,63,48
0.05,0,0,76,49
0,0,0,59,42
0,0,0,57,33
0,0,0,49,38
0.12,0,0,42,33
0,0,0,49,31
0,0,0,55,27
0,0,0,49,34
0,0,0,54,33
0.04,0,0,62,30
1.08,0,0,42,34
0.03,0,0,55,39
0.08,0,0,51,38
0,0,0,46,34
0,0,0,51,32
0,0,0,60,37
0,0,0,73,29
0.53,0,0,68,45
0.02,0,0,60,40
0.62,0,0,65,36
0.05,0,0,43,30
0,0,0,48,30
0.17,0,0,46,31
0.04,0,0,49,38
0,0,0,62,40
0,0,0,71,47
0.19,0,0,77,39
0.08,0,0,62,45
0.05,0,0,48,34
0,0,0,56,26
0.62,0,0,72,46
0,0,0,69,45
0,0,0,50,33
0,0,0,59,27
0,0,0,79,44
0.01,0,0,74,55
0.03,0,0,83,60
0,0,0,77,52
0,0,0,88,45
0.48,0,0,87,61
0.2,0,0,88,63
0,0,0,72,42
0,0,0,74,36
0,0,0,75,46
0,0,0,55,34
0,0,0,61,29
0,0,0,65,34
0,0,0,73,36
0.12,0,0,67,44
0,0,0,71,37
0,0,0,80,46
0,0,0,82,48
0.02,0,0,86,55
0.21,0,0,84,50
0.21,0,0,60,40
0,0,0,70,36
0.63,0,0,66,52
0.02,0,0,70,55
0.44,0,0,74,50
0,0,0,57,43
0,0,0,58,44
0,0,0,58,44
0,0,0,61,40
0,0,0,60,42
0,0,0,66,44
0,0,0,70,44
0,0,0,77,39
0,0,0,86,44
0,0,0,89,57
0,0,0,88,66
0,0,0,80,54
0,0,0,83,49
0,0,0,64,48
0,0,0,63,41
0,0,0,73,42
0,0,0,83,45
0,0,0,90,57
0,0,0,94,69
0,0,0,94,75
0,0,0,89,74
0,0,0,86,70
0,0,0,89,70
0,0,0,89,66
0,0,0,84,67
0.59,0,0,92,71
0.82,0,0,89,72
0.02,0,0,93,69
0.03,0,0,81,62
0,0,0,83,56
0,0,0,93,65
1.62,0,0,84,73
0,0,0,89,73
0,0,0,86,65
0,0,0,88,60
0,0,0,84,70
0,0,0,87,69
0,0,0,88,66
0,0,0,92,65
0,0,0,94,66
0.02,0,0,89,64
0,0,0,86,63
0,0,0,83,59
0,0,0,83,54
0,0,0,87,51
0.05,0,0,85,63
0.37,0,0,83,65
0,0,0,80,54
0,0,0,90,56
0,0,0,86,66
0,0,0,83,58
0,0,0,86,56
0,0,0,90,59
0.1,0,0,81,63
0.02,0,0,80,68
1.07,0,0,94,62
0.08,0,0,91,68
0,0,0,86,64
0.09,0,0,88,63
0,0,0,78,60
0,0,0,87,58
0.65,0,0,81,64
0,0,0,92,59
0,0,0,93,74
0.01,0,0,94,76
0.35,0,0,95,70
0.23,0,0,86,67
0.06,0,0,77,61
0,0,0,82,55
0,0,0,88,63
0,0,0,86,72
0,0,0,85,64
0,0,0,85,62
0,0,0,87,61
0,0,0,90,60
0,0,0,91,68
0,0,0,96,75
0,0,0,97,75
0,0,0,91,73
0.06,0,0,87,65
0,0,0,88,62
0,0,0,87,58
0,0,0,86,54
0,0,0,86,51
0,0,0,86,69
0.78,0,0,79,61
0,0,0,70,50
0,0,0,71,49
0,0,0,81,50
0,0,0,86,48
0,0,0,86,56
0,0,0,78,50
0,0,0,83,43
0,0,0,93,61
0.02,0,0,94,71
0.89,0,0,91,69
1.65,0,0,69,59
0,0,0,83,56
0.52,0,0,83,61
0,0,0,71,48
0,0,0,75,46
0,0,0,84,53
0,0,0,85,63
0.07,0,0,86,62
0,0,0,64,49
0,0,0,63,50
0.25,0,0,65,49
0.25,0,0,62,47
0,0,0,69,43
0,0,0,75,40
0,0,0,74,56
0.42,0,0,75,52
0.74,0,0,70,50
0,0,0,60,49
0,0,0,73,47
0,0,0,78,55
0.76,0,0,81,56
0.1,0,0,75,55
0.23,0,0,59,53
0.1,0,0,66,47
0.16,0,0,68,52
0.36,0,0,60,48
0.14,0,0,56,47
0,0,0,61,43
0,0,0,73,41
0,0,0,71,50
0.76,0,0,74,58
0.04,0,0,58,49
0,0,0,66,43
0,0,0,64,43
0,0,0,73,38
0,0,0,73,52
0.06,0,0,72,56
0.03,0,0,68,46
0.02,0,0,70,40
0.3,0,0,69,59
0,0,0,72,55
0,0,0,85,53
0,0,0,85,67
0,0,0,86,65
0.11,0,0,81,47
0,0,0,63,44
0,0,0,70,39
0,0,0,63,42
0,0,0,61,34
0,0,0,63,37
0,0,0,68,44
0,0,0,62,48
0,0,0,70,47
0,0,0,72,44
0.14,0,0,73,50
0.05,0,0,59,47
0.11,0,0,48,37
0.14,0,0,51,31
0.03,0,0,54,40
0,0,0,50,37
0,0,0,63,32
0,0,0,65,42
0,0,0,68,50
0.37,0,0,58,38
0,0,0,45,31
0,0,0,59,27
0.26,0,0,54,37
0.39,0,0,45,35
0.13,0.3,0,35,31
0.01,0,0,42,31
0,0,0,52,40
0,0,0,62,46
0,0,0,49,32
0,0,0,69,36
0.22,0,0,63,41
0.04,0,0,50,38
0.08,0,0,57,40
0.01,0,0,51,38
0.03,0,0,54,34
0,0,0,45,34
0.01,0,0,41,33
0.1,1,0,38,32
0.08,0.3,0,40,32
0.11,0,0,43,35
0.15,1.6,1,35,24
0.02,0.6,1,27,17
0.02,0.2,0,38,26
0.06,1,1,41,25
0.01,0,0,44,25
0.01,0.4,0,26,9
0.05,1.1,1,22,13
0,0,1,37,16
0.52,0,0,43,36
0.01,0,0,47,35
0.01,0,0,39,33
0.23,3.3,3,35,22
0,0,2,26,15
0,0,2,39,14
0.03,0.6,1,37,26
0.06,1.2,2,26,14
0.11,2.3,2,39,16
0.03,0.7,2,23,17
0.03,0.6,3,23,14
0,0,2,32,3
0.01,0,0,46,19
0.18,0,0,57,44
0.19,0,0,49,27
0,0,0,28,21
0,0,0,25,18
0,0,0,30,16
0,0,0,42,19
0.17,0,0,52,33
0,0,0,43,37
0.65,0,0,47,34
0.03,0,0,55,46
0.02,0,0,66,43
0.34,0.2,0,43,27
0,0,0,31,19
0,0,0,38,20
0.07,0,0,55,36
0.14,0,0,59,40
0,0,0,41,33
0.02,0,0,42,14
0,0,0,21,8
0,0,0,34,10
0.02,0.4,0,38,29
0.07,0,0,45,35
0.09,0,0,62,42
0.15,0,0,67,46
0.03,0,0,48,34
0.71,1.3,0,35,24
0.4,7.3,8,27,17
0.01,0.2,7,17,-2
0,0,0,41,6
0.49,0,0,57,29
0.03,0.4,0,38,17
0,0,0,39,11
0.18,0,0,60,32
0.03,0,0,60,31
0.34,0.1,0,40,25
0.03,0,0,47,26
0,0,0,36,23
0.11,1.6,1,47,18
0.09,1.4,2,22,10
0.05,1.2,3,18,6
0.04,0.9,3,24,10
0.2,1.4,2,39,23
0.12,0,0,37,31
0.51,0,0,48,30
0,0,0,70,39
0.14,0,0,68,35
0,0,0,36,18
0,0,0,39,16
0.01,0,0,58,35
0,0,0,35,19
0.35,4,4,26,16
0,0.1,3,28,15
0.1,0.8,3,35,26
0.19,4.7,8,30,19
0,0,6,33,19
0,0,5,24,4
0.06,0.2,4,33,20
0,0,4,25,1
0,0,4,30,-7
0.25,0,1,46,30
0,0,0,38,31
0,0,0,44,33
0,0,0,36,26
0.22,2.7,1,31,23
1.24,5.7,8,35,25
0.62,2.8,6,34,31
0.02,0.4,6,37,30
0.04,0.4,5,32,28
0,0,4,37,30
0.34,3.4,7,37,5
0.02,0.6,8,5,-12
0.07,2.1,7,9,-13
0.27,8.3,14,20,9
0.14,0.1,16,30,20
0.07,0.7,11,41,15
0.11,2.4,12,16,11
0.18,5,15,17,3
0.06,1.6,18,15,-2
0.12,2.1,18,36,0
0.04,0.4,17,36,13
0.35,7.1,23,15,2
0,0,23,7,-9
0,0,22,27,-16
0,0,16,46,23
0,0,15,34,9
0,0,11,43,0
0.72,0.6,7,47,28
0.16,4.6,11,28,11
0.03,0.8,12,22,14
0,0,11,39,15
0.21,0.4,9,39,24
0.29,2.7,12,25,19
0.04,1.3,13,28,17
0.05,0.5,12,32,16
0,0,10,31,16
0.16,1.8,7,37,13
0.34,3.9,13,31,17
0,0,12,28,9
0,0,10,39,12
0.13,0.1,7,45,29
0.13,0,5,48,25
0.9,7.8,10,34,31
0.2,1.3,8,42,32
0,0,6,39,30
0.03,0,5,43,27
1.31,0,2,55,36
0.02,0,0,64,42
0.01,0.1,0,45,25
0.03,0.5,0,32,21
0,0,0,41,24
0.01,0,0,46,23
0.01,0,0,46,37
0.22,0,0,59,40
0.1,0,0,78,50
0.14,0.1,0,59,29
0,0,0,32,22
0,0,0,44,19
0.14,1.2,1,46,23
0,0,0,33,24
0,0,0,48,21
0.11,0,0,57,37
0.06,1.2,0,40,29
0.02,0.2,0,32,23
0.12,1.6,0,40,25
0.01,0.1,0,42,30
0,0,0,56,31
0.01,0,0,64,35
0,0,0,68,44
0.19,0,0,77,43
0.18,0,0,54,42
0,0,0,46,35
0,0,0,51,33
0.03,0,0,55,37
0,0,0,53,33
0.02,0,0,58,31
0.04,0,0,63,40
0.04,0,0,73,35
0.02,0,0,50,35
0,0,0,51,33
0.1,0,0,59,29
0.29,0,0,51,42
0,0,0,58,39
0,0,0,73,35
0,0,0,72,51
0,0,0,80,48
0,0,0,75,62
0,0,0,63,37
0,0,0,51,31
0.09,0,0,70,34
0.14,0,0,66,50
0,0,0,55,42
0,0,0,69,42
0.13,0,0,69,45
0,0,0,70,37
0,0,0,70,55
0,0,0,71,49
0,0,0,67,45
0.84,0,0,66,50
0.08,0,0,53,45
0,0,0,67,43
0,0,0,76,43
0,0,0,79,44
0,0,0,74,56
0,0,0,77,53
0,0,0,78,52
0,0,0,80,55
0,0,0,84,56
0.68,0,0,57,48
0,0,0,63,53
0,0,0,74,55
0.18,0,0,77,56
0.64,0,0,70,53
0.01,0,0,79,49
0.87,0,0,73,52
0,0,0,64,48
0,0,0,75,48
0,0,0,79,57
0,0,0,88,59
0,0,0,88,60
0.01,0,0,91,63
0.07,0,0,81,58
0,0,0,65,51
0,0,0,76,44
0,0,0,77,54
0.08,0,0,70,55
0,0,0,81,49
0,0,0,81,63
0,0,0,72,46
0,0,0,62,42
0,0,0,60,42
0.23,0,0,83,54
0,0,0,73,53
0,0,0,73,47
0.1,0,0,89,62
0.39,0,0,82,68
0,0,0,81,63
0,0,0,89,59
0,0,0,76,56
0,0,0,79,54
0.08,0,0,77,58
0,0,0,81,57
0,0,0,73,54
0.03,0,0,84,50
0.01,0,0,80,65
0.28,0,0,74,62
0.65,0,0,85,58
0,0,0,74,59
0,0,0,80,58
0,0,0,83,61
0,0,0,89,58
0.07,0,0,84,65
0.07,0,0,80,62
0.02,0,0,84,66
0.11,0,0,88,60
0,0,0,69,51
0,0,0,83,47
0,0,0,87,65
0.02,0,0,90,69
0,0,0,80,64
0,0,0,81,61
0.18,0,0,74,56
0,0,0,76,50
0,0,0,83,50
0,0,0,85,58
0,0,0,74,60
0,0,0,77,63
0,0,0,79,59
0,0,0,84,57
0.09,0,0,83,65
0.39,0,0,86,65
0,0,0,82,66
0.13,0,0,78,65
0.24,0,0,83,68
0,0,0,82,62
0,0,0,80,60
0.01,0,0,71,58
0.03,0,0,74,58
0,0,0,81,53
0,0,0,82,52
0,0,0,84,53
0,0,0,86,55
0.02,0,0,83,68
0,0,0,71,54
0,0,0,74,48
0,0,0,77,49
0,0,0,79,58
0,0,0,83,54
0.1,0,0,79,61
0,0,0,90,58
0.03,0,0,79,66
0.88,0,0,77,64
0,0,0,73,54
0,0,0,71,50
0,0,0,79,47
0,0,0,83,55
0,0,0,87,58
0,0,0,86,66
0,0,0,86,62
0,0,0,90,64
0.87,0,0,87,68
0.03,0,0,82,58
0,0,0,74,57
0.31,0,0,77,63
0.35,0,0,80,65
0,0,0,70,56
0,0,0,74,50
0.05,0,0,65,53
0,0,0,64,50
0,0,0,73,46
0,0,0,78,50
0,0,0,77,47
0,0,0,86,55
2.2,0,0,70,63
0.15,0,0,76,60
0.03,0,0,65,59
0.37,0,0,61,56
0.29,0,0,73,58
0.52,0,0,63,56
0.04,0,0,57,49
0,0,0,62,44
0,0,0,70,39
0.19,0,0,68,46
0,0,0,67,37
0,0,0,63,43
0,0,0,62,45
0.03,0,0,60,41
0,0,0,48,39
0,0,0,55,39
0,0,0,63,49
0,0,0,73,46
0,0,0,67,50
0,0,0,70,46
0,0,0,79,47
0,0,0,80,50
0,0,0,86,50
0.03,0,0,77,46
0,0,0,54,42
0,0,0,58,41
0,0,0,66,35
0,0,0,70,42
0.18,0,0,67,52
0.54,0,0,75,56
1.71,0,0,63,52
0.02,0,0,62,47
0.33,0,0,61,49
0.09,0,0,50,43
0,0,0,52,41
0,0,0,57,35
0,0,0,62,31
0,0,0,73,48
0,0,0,70,50
0,0,0,79,48
0,0,0,66,39
0,0,0,66,33
0,0,0,61,37
0.13,0,0,52,37
0,0,0,54,35
0.01,0,0,54,43
0,0,0,43,30
0,0,0,57,25
0.37,0,0,59,45
0,0,0,69,50
0,0,0,72,45
0,0,0,68,43
0,0,0,81,47
0.13,0,0,73,45
0.05,0,0,46,39
1.24,0,0,46,38
0.03,0,0,43,35
0,0,0,56,34
0,0,0,61,47
0,0,0,63,51
0.17,0,0,65,44
0,0,0,46,37
0.02,0.3,0,40,31
0,0,0,37,29
0,0,0,41,28
0,0,0,45,31
0.03,0,0,59,28
0.14,0,0,60,46
0.01,0,0,47,34
0,0,0,44,31
0,0,0,60,29
0.63,0.1,0,60,32
0.04,0.4,0,32,26
0.11,1.5,1,31,22
0.01,0.1,1,32,19
0,0,0,46,32
0.78,0,0,54,36
0.02,0.4,0,40,27
0,0,0,36,25
0.18,2.1,1,36,27
0.18,1.8,4,33,30
0.14,1.4,5,33,29
0,0,4,31,27
0.03,0,3,37,20
0.24,0,0,64,34
1.43,7.6,7,48,32
0,0,5,32,19
0,0,4,31,9
0,0,3,41,25
0.42,1.1,2,41,24
0,0,2,33,18
0,0,2,33,17
0.48,5.9,8,32,27
0.05,0.8,9,31,23
0,0,8,31,25
0,0,7,33,24
0.19,2.5,7,30,22
0.07,1.3,9,31,22
0,0,9,30,19
0.04,1.6,10,24,13
0.02,0.7,10,20,12
0,0,8,24,9
0.02,0.6,8,29,13
0.08,1.6,8,34,23
0.02,0.5,7,37,31
0.08,1.1,5,41,19
0.32,6.6,9,19,9
0.06,1.4,13,11,1
0.01,0.2,12,18,-8
0,0,9,27,6
0.03,0.3,8,30,8
0,0,8,28,7
0,0,8,33,21
0,0,7,33,7
0.02,0,5,45,21
0.37,0,0,50,38
0.03,0.2,0,53,28
0.01,0.5,0,35,24
0,0,0,40,19
0.24,4,3,21,14
0.01,0.6,4,18,5
0,0,3,31,12
0,0,3,41,25
0.15,0.3,2,36,32
0.05,0.8,3,34,25
0,0,3,31,17
0.21,0,2,38,11
0.28,1.4,2,43,30
0.08,1.4,4,31,25
0,0,2,42,21
0,0,1,39,27
0.07,0,0,50,31
0,0,0,61,31
0.14,1.1,1,59,13
0.01,0.1,1,15,9
0,0,0,42,14
0.19,0,0,44,28
0.01,0.2,0,30,24
0.1,2.2,1,27,19
0.03,0.7,3,20,7
0.1,1.6,4,18,0
0.01,0.1,3,21,10
0.08,2.6,5,21,-3
0.54,3.4,6,23,-3
0.74,1.5,8,31,17
0,0,5,19,6
0,0,5,16,-3
0,0,5,23,-3
0,0,4,32,9
0,0,4,40,27
0.81,2.4,4,42,11
0.72,8.8,11,11,3
0,0,12,6,-12
0,0,11,18,-11
0.18,2.2,11,39,17
0,0,7,46,36
0,0,4,50,22
0.06,0.3,4,22,9
0,0,4,26,3
0,0,2,41,10
0.59,0,2,39,33
0,0,1,37,34
0.44,0,1,44,31
0.22,0,1,40,34
1.49,1.5,2,36,32
0.01,0.2,1,39,32
0,0,0,33,23
0,0,0,31,17
0,0,0,40,28
0.04,0,0,45,32
0.08,0.6,0,49,31
0,0,0,33,28
0.35,2.3,1,42,28
0.02,0,1,39,29
0.53,2.7,3,34,29
0.55,0.3,2,41,31
0,0,0,41,24
0,0,0,52,22
0.44,0,0,47,31
0.03,0.6,0,34,27
0.02,0.4,1,28,20
0,0,0,32,17
0,0,0,32,19
0,0,0,49,27
0,0,0,47,27
0.02,0,0,44,35
0.05,0,0,39,35
0.2,0.2,0,38,32
0.09,0.5,0,34,30
0,0,0,45,29
0.19,0,0,50,32
0.26,0.4,0,38,28
0.02,0.3,0,39,26
0.08,1.8,1,30,21
0.27,1.9,0,48,24
0.07,0,0,42,28
0.04,0.8,0,33,22
0,0,0,32,16
0,0,0,55,18
0,0,0,63,37
0.1,0,0,59,49
1.25,0,0,61,40
0.07,0,0,43,33
0.32,0,0,53,33
0.22,0,0,45,37
0,0,0,43,36
0.02,0,0,47,35
0.02,0,0,46,33
0,0,0,58,29
0,0,0,66,32
0,0,0,66,40
0,0,0,61,42
0.2,0,0,48,42
0.67,0,0,45,40
0.49,0,0,57,42
0.04,0,0,54,40
0.09,0,0,47,38
0.06,0,0,52,42
0.02,0,0,43,35
0,0,0,43,35
0.02,0,0,49,36
0.01,0,0,53,37
0,0,0,51,32
0,0,0,54,33
0.31,0,0,58,44
0.07,0,0,52,37
0,0,0,56,40
0.71,0,0,54,43
0.02,0,0,65,43
0,0,0,66,41
0.39,0,0,67,46
0.11,0,0,70,53
0,0,0,64,42
0,0,0,74,38
0,0,0,69,43
0,0,0,55,39
0,0,0,58,32
0,0,0,62,34
0,0,0,64,37
0.02,0,0,55,47
0.02,0,0,69,49
0.01,0,0,73,46
0,0,0,55,37
0.83,0,0,49,42
0.18,0,0,60,46
0,0,0,53,37
0,0,0,72,34
0,0,0,83,44
0,0,0,85,63
0.01,0,0,68,51
0,0,0,70,46
0,0,0,78,46
0,0,0,81,58
0.03,0,0,83,61
0,0,0,80,62
0.01,0,0,62,48
0,0,0,69,45
0,0,0,79,42
0,0,0,87,54
0.53,0,0,71,53
0,0,0,70,49
0.17,0,0,69,49
0.16,0,0,74,49
0,0,0,81,55
0,0,0,83,56
0.13,0,0,75,58
0.54,0,0,86,56
0.1,0,0,70,57
0,0,0,67,48
0,0,0,73,44
0,0,0,67,48
0,0,0,75,42
0.01,0,0,79,52
1.12,0,0,65,55
0.01,0,0,67,51
0,0,0,76,49
1.1,0,0,64,56
0.2,0,0,58,52
0,0,0,69,50
0,0,0,79,47
0,0,0,85,55
0,0,0,88,58
0,0,0,88,63
0,0,0,83,64
0,0,0,75,59
0.02,0,0,72,59
0.09,0,0,78,65
0,0,0,86,60
0,0,0,77,58
0,0,0,77,51
0.03,0,0,85,65
0,0,0,79,59
0.64,0,0,78,61
0.22,0,0,68,57
0.12,0,0,70,59
0,0,0,76,58
0.01,0,0,82,58
0.19,0,0,82,62
1.32,0,0,69,56
0,0,0,77,56
0,0,0,85,61
0,0,0,88,62
0.44,0,0,89,71
0,0,0,87,67
0.08,0,0,86,66
0.54,0,0,70,63
0,0,0,79,59
0,0,0,83,56
0,0,0,85,58
0.16,0,0,88,64
0.12,0,0,79,64
0.24,0,0,74,62
1.4,0,0,77,59
0,0,0,71,56
0.02,0,0,78,56
0.03,0,0,81,67
0,0,0,79,64
0,0,0,83,58
0,0,0,86,58
0,0,0,88,62
0.11,0,0,84,66
0.21,0,0,77,65
0,0,0,84,62
0,0,0,86,60
0.23,0,0,86,66
0.48,0,0,75,57
0,0,0,79,51
0.48,0,0,76,60
0,0,0,64,50
0,0,0,72,45
0,0,0,75,47
0.06,0,0,74,52
0,0,0,80,62
0,0,0,89,59
0,0,0,81,62
0,0,0,83,57
0,0,0,79,62
0,0,0,85,58
0.03,0,0,86,63
0,0,0,77,64
1.37,0,0,81,62
0,0,0,67,55
0,0,0,76,52
0,0,0,78,53
0.04,0,0,80,57
0.24,0,0,81,63
0.02,0,0,68,58
0,0,0,65,52
0.23,0,0,73,48
0,0,0,76,52
0,0,0,79,57
0,0,0,82,55
0,0,0,84,64
0,0,0,86,59
0,0,0,87,63
0.38,0,0,90,61
0.16,0,0,66,56
0.02,0,0,61,54
0,0,0,71,56
0,0,0,73,54
0,0,0,76,50
0.43,0,0,68,60
0.2,0,0,66,50
0,0,0,69,46
0,0,0,77,45
0,0,0,82,49
0.05,0,0,83,65
0,0,0,88,57
0,0,0,89,66
1.07,0,0,75,56
0,0,0,74,52
0,0,0,74,51
0,0,0,69,48
0,0,0,70,52
0,0,0,76,49
0,0,0,79,49
0,0,0,85,54
0.03,0,0,84,66
0.37,0,0,66,52
0,0,0,70,46
0.43,0,0,64,50
0,0,0,59,41
0.35,0,0,76,50
0.06,0,0,56,44
0,0,0,51,38
0,0,0,53,35
0.01,0,0,61,47
0,0,0,74,46
0,0,0,86,58
0,0,0,75,56
0.15,0,0,85,52
0.06,0,0,68,47
0.91,0,0,52,44
0.14,0,0,54,44
0.04,0,0,50,43
0,0,0,57,35
0,0,0,51,39
0,0,0,51,35
0,0,0,58,30
0,0,0,68,33
0,0,0,73,50
0,0,0,72,45
0,0,0,76,47
0,0,0,72,46
0,0,0,65,44
0,0,0,52,34
0,0,0,69,33
0,0,0,72,50
0,0,0,75,59
0.16,0,0,71,53
0.04,0,0,53,43
0,0,0,64,38
0,0,0,58,32
0.15,0,0,49,30
0.2,0,0,45,34
0,0,0,58,34
0,0,0,61,37
0.23,2.2,2,38,27
0.32,1.1,2,33,25
0.71,2.9,4,34,24
0,0,3,36,23
0,0,2,33,23
0,0,2,32,22
0.42,0,0,43,30
0,0,0,41,32
0,0,0,46,33
0,0,0,56,36
0,0,0,48,31
0,0,0,54,27
0.01,0,0,64,46
0.24,0,0,66,47
0,0,0,62,41
1.05,0,0,45,34
0.06,0.8,0,34,28
0.11,2.1,3,32,25
0.1,2.2,3,27,21
0.1,2.6,5,26,21
0,0,1,35,21
0.05,0,0,48,30
0.07,0,0,56,37
0.1,0.4,0,37,28
0,0,0,36,26
0.19,0.8,0,41,32
0,0.1,0,32,14
0,0,0,34,13
0,0,0,42,29
0,0,0,47,27
0,0,0,54,32
0,0,0,47,31
0,0,0,52,30
0.03,0,0,58,45
0.29,0,0,57,44
0,0,0,59,50
0.47,0,0,64,50
0,0,0,59,42
0.51,0,0,42,34
0.02,0.6,0,36,27
0,0,0,36,27
0.12,3.8,4,35,20
0.4,5.9,9,21,15
0.2,2.9,8,25,10
0.31,5.4,11,22,12
0.01,0.5,11,13,1
0,0,10,18,5
0.53,5.3,13,23,14
0.04,1.4,14,17,-6
0.08,0.1,14,40,-8
0.08,0,4,47,33
0,0,4,34,21
0,0,4,37,20
0,0,4,36,20
0.59,7.1,11,27,20
0.04,0.5,11,27,20
0.34,4.7,15,25,12
0,0,14,27,-3
0,0,11,41,26
0.28,0,5,43,34
0,0,4,45,30
0.01,0,0,58,36
0,0,0,38,27
0.36,5.4,5,28,19
0,0,4,32,19
0.09,1.3,3,36,26
0,0,2,27,11
0,0,1,20,6
0,0,1,24,8
0.03,0.8,2,27,17
0.02,0.3,2,34,18
0,0,2,25,17
0.02,0.4,2,38,18
0,0,1,38,32
0.01,0,0,39,33
0.1,0,0,60,37
0,0,0,39,24
0.28,0,0,46,21
0.18,0.1,0,47,29
0.29,1.2,0,38,28
0.11,0.3,0,44,26
0,0.5,0,27,11
0.21,1.2,0,46,10
0.03,1,0,44,16
0.02,0.9,1,16,5
0.03,0.5,2,34,2
0.6,0.4,0,45,32
0.04,0,0,38,30
0.02,0.2,0,30,6
0,0,0,7,-1
0,0,0,21,-2
0,0,0,35,15
0.02,0,0,52,29
0.01,0,0,47,34
0.11,0,0,46,29
0.2,0,1,45,37
0.08,0.1,0,40,31
0.01,0.1,0,35,28
0.18,1.7,1,31,21
0.14,1.8,1,39,21
0.07,1.1,3,35,24
0.05,1,2,39,24
0.05,0.4,1,42,23
0,0,1,23,15
0,0,0,16,4
0,0,0,20,9
0,0,0,25,8
0.23,3.6,0,39,9
0.31,3.6,6,33,24
0.02,0.6,6,31,22
0,0,6,25,18
0.35,3.7,8,29,7
0.09,1.7,10,38,20
0.03,0.5,9,33,12
0.04,0.9,9,34,22
0,0,7,35,13
0.01,0.2,6,34,26
0,0,5,39,19
0,0,5,38,16
0,0,4,32,22
0,0,4,33,19
0.01,0.3,3,30,19
